0,0.987299465,0.949614163,0.914325436,0.962969898,1.009132057,1.086760194,1.133482293,1.244032419
1,0.661470069,0.599443504,0.56197851,0.542772225,0.557911709,0.558803356,0.547464924,0.564442323
2,0.681662835,0.625199808,0.58970992,0.589640281,0.581896552,0.57348172,0.601524385,0.62626036
3,0.693155093,0.650277589,0.609229288,0.595758029,0.590611354,0.597078054,0.6087352,0.623264841
4,0.689574911,0.621952694,0.600550964,0.547088896,0.553783966,0.526897646,0.533167625,0.535621418
5,0.674173717,0.632977676,0.553298113,0.528925821,0.509251712,0.471575816,0.476379664,0.459014782
6,0.725069552,0.645936452,0.589607508,0.558998693,0.523540338,0.510797825,0.505342434,0.475615394
7,0.75926715,0.6859092,0.643908889,0.582698125,0.553188022,0.534190304,0.508716545,0.498466215
8,0.81631193,0.732314567,0.681654948,0.627123168,0.610071884,0.587958775,0.557401128,0.543625845
9,0.863382125,0.772118604,0.719344085,0.698466161,0.652410338,0.630599514,0.622114826,0.609244345
10,0.937134071,0.851951868,0.791038088,0.758550096,0.730516318,0.693895205,0.685402934,0.650416338
11,1.01083411,0.924397269,0.879128813,0.848221923,0.808169787,0.812117026,0.785830926,0.756654638
12,1.112358886,1.068998222,1.002479589,0.99566418,0.968132411,0.969232692,0.937535384,0.924185596
13,1.066651706,0.998092331,1.010270775,1.012595992,1.035346507,1.11107252,1.206872263,1.263939808
14,0.729115479,0.696568647,0.675285355,0.640553993,0.633708684,0.662344316,0.65830143,0.681323318
15,0.751619606,0.717196284,0.679413716,0.680642958,0.681105577,0.717356995,0.715707002,0.755335355
16,0.721734324,0.696128676,0.644091058,0.631751029,0.632057318,0.636678079,0.636518745,0.635531007
17,0.714409186,0.667166356,0.618338818,0.60892688,0.585898668,0.571516419,0.551047367,0.552960485
18,0.73643506,0.65951935,0.600180995,0.585507036,0.54977154,0.52894524,0.528298342,0.474949648
19,0.786663445,0.70927017,0.652337128,0.621944727,0.5854399,0.559714732,0.536453702,0.514975751
20,0.833603555,0.74197526,0.716547806,0.680101979,0.644385521,0.600233906,0.588222372,0.553672077
21,0.897233904,0.797297839,0.762434908,0.707514087,0.680774646,0.662125098,0.641024032,0.615716292
22,0.962314382,0.883003608,0.804006154,0.777882025,0.743742697,0.716361965,0.705683842,0.687665521
23,1.033773862,0.976525262,0.903294937,0.879645414,0.824689943,0.835614734,0.811836927,0.782972843
24,1.128373702,1.087638594,1.076755974,1.021714922,1.01571411,0.982130219,0.975047622,0.949979609
25,1.122390049,1.134955752,1.073487617,1.118676588,1.103104699,1.129547655,1.217476923,1.280967098
26,0.795148082,0.768252947,0.754393331,0.752577817,0.750402444,0.776967492,0.78460174,0.816485748
27,0.774916286,0.758659397,0.722731357,0.735788397,0.72465003,0.730705438,0.74051327,0.734480588
